loss,mae,val_loss,val_mae,learning_rate
0.37323978543281555,0.4649631381034851,0.33636826276779175,0.49857327342033386,0.0010000000474974513
0.20790010690689087,0.35195472836494446,0.2610509991645813,0.4337475299835205,0.0010000000474974513
0.18370984494686127,0.3235212564468384,0.20893451571464539,0.36847424507141113,0.0010000000474974513
0.16955871880054474,0.3064272403717041,0.17091165482997894,0.3164657950401306,0.0010000000474974513
0.16162046790122986,0.29391011595726013,0.14834579825401306,0.28350114822387695,0.0010000000474974513
0.1567177176475525,0.2862272560596466,0.13710060715675354,0.26055729389190674,0.0010000000474974513
0.15200789272785187,0.2789094150066376,0.13512572646141052,0.25185251235961914,0.0010000000474974513
0.14905045926570892,0.27322712540626526,0.1302940398454666,0.24084454774856567,0.0010000000474974513
0.14721418917179108,0.2688772678375244,0.12417760491371155,0.2304430603981018,0.0010000000474974513
0.14557422697544098,0.266370952129364,0.12378032505512238,0.2301328033208847,0.0010000000474974513
0.14297230541706085,0.2616163194179535,0.12034206092357635,0.22222673892974854,0.0010000000474974513
0.14267916977405548,0.2608519196510315,0.12385006248950958,0.2341059297323227,0.0010000000474974513
0.1410946100950241,0.2572583854198456,0.12349895387887955,0.2245100438594818,0.0010000000474974513
0.13981960713863373,0.25445252656936646,0.12331437319517136,0.22719904780387878,0.0010000000474974513
0.1389605849981308,0.2532590627670288,0.11865836381912231,0.21889004111289978,0.0010000000474974513
0.13860340416431427,0.25196531414985657,0.11893747746944427,0.21907585859298706,0.0010000000474974513
0.13774751126766205,0.25011348724365234,0.12199705839157104,0.21946701407432556,0.0010000000474974513
0.13762961328029633,0.2489326447248459,0.11857900023460388,0.21738797426223755,0.0010000000474974513
0.1367235779762268,0.24732598662376404,0.12225703150033951,0.21968358755111694,0.0010000000474974513
0.13645817339420319,0.24632202088832855,0.12111792713403702,0.22252297401428223,0.0010000000474974513
0.13611873984336853,0.24532480537891388,0.11943654716014862,0.21622240543365479,0.0010000000474974513
0.1357693374156952,0.24422802031040192,0.11909133195877075,0.21616214513778687,0.0010000000474974513
0.13527287542819977,0.24339021742343903,0.11955997347831726,0.21389012038707733,0.0010000000474974513
0.13491027057170868,0.24238474667072296,0.11910902708768845,0.21186916530132294,0.0010000000474974513
0.13516543805599213,0.2430237978696823,0.12522529065608978,0.2224319875240326,0.0010000000474974513
0.13467638194561005,0.24188292026519775,0.12231141328811646,0.21770815551280975,0.0010000000474974513
0.13428251445293427,0.24068644642829895,0.11991402506828308,0.213395893573761,0.0010000000474974513
0.134333997964859,0.24068200588226318,0.1216762363910675,0.21962666511535645,0.0010000000474974513
0.13365377485752106,0.23920176923274994,0.12208039313554764,0.21853725612163544,0.0010000000474974513
0.1338929682970047,0.23951418697834015,0.11720868945121765,0.21198715269565582,0.0010000000474974513
0.13373473286628723,0.23905876278877258,0.12010106444358826,0.21301226317882538,0.0010000000474974513
0.13328392803668976,0.2381601184606552,0.1214592382311821,0.2151622474193573,0.0010000000474974513
0.13352908194065094,0.23737263679504395,0.12324581295251846,0.21836259961128235,0.0010000000474974513
0.1334492266178131,0.23699836432933807,0.12282334268093109,0.21900615096092224,0.0010000000474974513
0.13336355984210968,0.2369307279586792,0.11949770897626877,0.21324248611927032,0.0010000000474974513
0.1329292356967926,0.23609812557697296,0.11856041848659515,0.21065348386764526,0.0010000000474974513
0.1331104189157486,0.23583416640758514,0.12147396802902222,0.21392609179019928,0.0010000000474974513
0.13273517787456512,0.2348775565624237,0.12317293137311935,0.2161402851343155,0.0010000000474974513
0.13301119208335876,0.23544369637966156,0.11916498839855194,0.20952314138412476,0.0010000000474974513
0.1323346346616745,0.23350636661052704,0.12079547345638275,0.21232213079929352,0.0010000000474974513
0.1323835700750351,0.23321844637393951,0.12032163143157959,0.21361547708511353,0.0010000000474974513
0.13265861570835114,0.23474738001823425,0.11919562518596649,0.21155579388141632,0.0010000000474974513
0.13246697187423706,0.2334512323141098,0.12352112680673599,0.2129998505115509,0.0010000000474974513
0.1317255198955536,0.23261643946170807,0.11954958736896515,0.20947718620300293,0.0010000000474974513
0.13217054307460785,0.2323642373085022,0.11950282752513885,0.21157169342041016,0.0010000000474974513
0.132525235414505,0.23347951471805573,0.12086179107427597,0.21094447374343872,0.0010000000474974513
0.13220781087875366,0.23267753422260284,0.12113332003355026,0.2109394669532776,0.0010000000474974513
0.13179634511470795,0.23159368336200714,0.11834793537855148,0.2068931758403778,0.0010000000474974513
0.13211601972579956,0.23201100528240204,0.12133237719535828,0.2113521695137024,0.0010000000474974513
0.13210813701152802,0.23176917433738708,0.12307586520910263,0.2122330218553543,0.0010000000474974513
0.13128361105918884,0.2305593490600586,0.12107192724943161,0.21312573552131653,0.0005000000237487257
0.13051678240299225,0.22920192778110504,0.12225428968667984,0.2104920893907547,0.0005000000237487257
0.13069353997707367,0.22894394397735596,0.12078677862882614,0.20906107127666473,0.0005000000237487257
